KEIT58 WH Har 20;Einfamilienhaus,MitGarage,FassadeWeiss,DachSchwarz
KEIT59 WH Har 17;Einfamilienhaus,DachSchwarz,FassadeGrau
KEIT62 Bauhof;Industrie
KEIT63 Parkhaus;Parkhaus
KEIT64 Durchlass Wasser;Durchlass
KEIT65 Durchgang N;Bahnsteigzugang
KEIT65 Durchgang S;Bahnsteigzugang
KEIT68 Baumkuebel;Pflanze
KEIT WH Har 14;Mehrfamilienhaus,DachSchwarz,FassadeZiegel
KBLB01 FDL;Stellwerk
KBLB02 Bruecke 1gl;Brücke,Steinbrücke
KBLB02 Bruecke 1gl pfeiler;Brücke,Pfeiler
KBLB02 Bruecke 2gl;Brücke,Steinbrücke
KBLB02 Bruecke 2gl pfeiler;Brücke,Pfeiler
KBLB02 Bruecke wiederlager;Brücke,Widerlager
KBLB03 Burg Blankenberg;Ruine,Burg
KBLB04 WH Attenbach;Schuppen,FassadeHolz
KBLB05 Bruecke km36 6 1gl;Brücke,Steinbrücke
KBLB05 Bruecke km36 6 Blechtraeger Aufsetz;Brücke,Pfeiler
KBLB05 Bruecke km36 6 Fahhradbrucke;Brücke,Stahlbrücke
KBLB05 Bruecke km36 6 Fahhradbrucke Konsol;Brücke
KBLB05 Bruecke km36 6 Fahhradbrucke WL;Pfeiler
KBLB06 Bstg Rampe;Treppe,Rampe,Bahnsteigzugang
KBLB07 Bruecke Treppe;Treppe
KMES01 Tunnel Ostportal;Tunnel,Tunnelportal
BenrathBf;Empfangsgebäude,FassadeZiegel,DachGrau
Bus Halle;Garage,Industrie,Halle
MMEI Abgang Gl1;Bahnsteig,Bahnsteigabgang
MMEI Bahnhofstr6;Einfamilienhaus,FassadeWeiss,DachBraun
MMEI Bf Nebengebaeude;Schuppen,FassadeWeiss,Bahnbude,DachGrau,DachSchwarz
MMEI EG;Empfangsgebäude
MMEI EUe Langenreichener;Durchlass
MMEI FGU Gl2-3;Bahnsteig,Wartehaus
MMEI Feuerwehr;Feuerwehr
MMEI Holzbude;Schuppen,FassadeHolz
MMEI Kirche;Kirche
MMEI Kuenzler Halle5;Industrie,Halle,FassadeGelb,DachRot
MMEI Kuenzler Halle Anbau;Unterstand,Bahnsteig
MMEI Kuenzler Halle gelb;Industrie,Halle,FassadeGelb
MMEI Langenreichenerstr3;Industrie,FassadeGelb,DachBraun
MMEI Langenreichenerstr3a;Industrie,FassadeRot,DachBraun
MMEI Ostausgang;Bahnsteig,Bahnsteigabgang
MMEI Pfeiler ErlingerStr;Brücke,Pfeiler
MMEI Sonderpostenmarkt;Industrie,FassadeGelb,FassadeBeige,DachRot
MMEI Stadel;Scheune,Bauernhof,FassadeHolz,DachRot
MMEI Widerlager ErlingerStr;Brücke,Widerlager
Raiffeisenstr2;Garage,Industrie,FassadeGelb,DachRot
Raiffeisenstr6;Industrie,FassadeGelb,DachRot
MWDF EG;Empfangsgebäude,Wartehaus
MWDF EUe Hauptstr;Brücke,Straßenbrücke,Unterführung
MWDF EUe Hauptstr Gelaender;Geländer
MWDF EUe Hauptstr Pfosten;Geländer
MWDF Fliederweg3;Einfamilienhaus,DachGrau,DachSchwarz
MWDF Hauptstr3;Mehrfamilienhaus,FassadeBeige,DachBraun,DachRot,Büro,Verwaltung
MWDF Hauptstr6;Bauernhof,FassadeGrau,DachRot,DachGrau
MWDF Heimbach;Industrie,Werkstatt
MWDF Ihlestr4;Einfamilienhaus,FassadeBeige,DachGrau,MitGarage
MWDF Ihlestr6;Einfamilienhaus,FassadeBeige,DachBraun,DachRot
MWDF Perfecta1;Industrie
ABVS 01 Am-Bahnhof-2-4;Industrie,Stadthaus,FassadeZiegel,DachBraun
ABVS 02 VSE-Fabrik;Industrie,Raiffeisen,Silo
ABVS 03 EG;Empfangsgebäude
ABVS 04 Stw-Bvf;Stellwerk
ABVS 06 EG;Empfangsgebäude,FassadeZiegel,DachBraun
ABVS 07 SchnelleFahrten;Schild
ABVS 08 Schalthaus;Schalthaus,Betonschalthaus,FassadeWaschbeton
ABVS 09 Schaltkasten;Signal,Schaltkasten
ABVS 10 PoppHalle;Industrie,Halle,FassadeBlau,DachSchwarz
ABVS 11 Gueterstrasse4;Industrie,Bahnbude,Schuppen,FassadeBeige,DachSchwarz,Werkstatt
ABVS 13 Fahrradremise-2;Fahrrad,Fahrradständer
ABVS 13 Fahrradremise-3;Fahrrad,Fahrradständer
ABVS 13 Fahrradremise;Fahrrad,Fahrradständer
ABVS 14 Bahnsteigabgang-1;Bahnsteig,Bahnsteigabgang
ABVS 14 Bahnsteigabgang-2;Bahnsteig,Bahnsteigabgang
ABVS 16 Oeko-Korn-2;Silo,Raiffeisen,FassadeZiegel,DachSchwarz
ABVS 16 Oeko-Korn-3;Industrie,Halle,FassadeWeiss,DachSchwarz,Raiffeisen
ABVS 16 Oeko-Korn;Industrie,Raiffeisen,Silo
ABVS 18 Bahnsteigabgang;Bahnsteig,Bahnsteigabgang
ABVS 19 Tankbehaelter;Tank,Gastank
ABVS 21 Pomplun-1;Industrie,FassadeZiegel,DachBraun
ABVS 22 Blockwaerter;Schrankenposten
ABVS Schild SchnelleDurchfahrt;Schild
Pfosten rotweiss;Straße,Pfosten
Schuppen;Güterschuppen
Zeichen 239 Gehweg BB;Straße,Verkehrszeichen,Schild
ABIL 01 Edeka-Fahne;Flagge,Supermarkt,Edeka
ABIL 01 Supermarkt-Edeka;Supermarkt,Edeka
ABIL 02 Bahnsteigabgang;Bahnsteig,Bahnsteigabgang
ABIL 03 Stellwerk-Bif;Stellwerk
ABIL 04 Fahrradunterstand;Fahrrad,Fahrradständer
ABIL 05 Unterstand;Bahnsteig,Pluspunkt
ABIL 07 EG;Empfangsgebäude,FassadeGelb,DachBraun
ABIL 09 graefke;Industrie,FassadeBlau,GrundrissDreieck
ABIL 10 VolksbankBienenbuettel;Volksbank
ABIL 12 Bahnhofstrasse26;Mehrfamilienhaus,FassadeWeiss,DachBraun
ADEV 01 Stellwerk Def;Stellwerk
ADEV 03 FgBruecke;Brücke,Fußgängerbrücke,Holzbrücke
ALBG 00 Busbahnhof 01;Straße
ALBG 01 VolksbankLueneburg;Volksbank,Hochhaus
ALBG 02 Aufsicht West;Bahnbude,Schuppen,FassadeZiegel
ALBG 02 Aushangtafel West;Bahnsteig,Aushang
ALBG 02 Schild ZugangOG;Schild,Verkehrszeichen
ALBG 02 Tarifinfo West;Bahnsteig,Aushang
ALBG 03 Fussgaengerbruecke;Brücke,Stahlbrücke,Fußgängerbrücke
ALBG 04 Fahrradparkhaus;Parkhaus,Fahrrad,Fahrradständer
ALBG 05 EG-West;Empfangsgebäude
ALBG 06 BB Hotel;Hotel,FassadeWeiss
ALBG 07 OHE Werkstatthalle;Lokschuppen
ALBG 08 Pulverhof-1;Stadthaus,Büro,Gewerbe,FassadeZiegel
ALBG 09 Bahnsteigdach-Busbahnhof;Bahnsteig,Bahnsteigdach
ALBG 10 Bruecke-Dannenberg;Brücke,Stahlbrücke,Stahlfachwerkbrücke
ALBG 12 FitnessCenter;Industrie
ALBG 13 Materiallager;Industrie,Betonwerk
ALBG 13 Materiallager leer;Industrie,Betonwerk
ALBG 14 Ilmenaugarten105-121;Mehrfamilienhaus,Stadthaus,FassadeWeiss,FassadeGelb
ALBG 14 Ilmenaugarten137;Stadthaus,Mehrfamilienhaus,FassadeZiegel
ALBG 14 Ilmenaugarten141-121;Stadthaus,Mehrfamilienhaus,FassadeBeige,FassadeZiegel
ALBG 14 Ilmenaugarten151;Büro,Verwaltung,FassadeGelb,FassadeZiegel,Stadthaus
ALBG 14 Ilmenaugarten153;Büro,Verwaltung,Stadthaus,FassadeGelb,FassadeZiegel
ALBG 15 LuenerStrasse 51;Zweifamilienhaus,MitGarage,FassadeGrau,DachBraun
ALBG 15 LuenerStrasse 53;Mehrfamilienhaus,FassadeZiegel,DachBraun
ALBG 16 Unterfueherung HamburgerStr;Unterführung,Brücke
ALBG 17 Bluemchensaal 1B;Industrie,FassadeBeige,FassadeZiegel
ALBG 18 Rentenversicherung;Büro,Verwaltung
ALBG 19 Hostel;Hotel,Büro,Verwaltung,FassadeWeiss,DachSchwarz
ALBG 21 Stellwerk Lf;Stellwerk
ALBG 22 PR;Parkhaus
ALBG 23 Brueckenpfeiler FE-Bruecke 01;Brücke,Pfeiler
ALBG 24 GBF Schuppen;Güterschuppen,Güterabfertigung
ALBG 24 GBF SchuppenAnbau;Büro,Verwaltung,FassadeZiegel,DachBraun
ALBG 25 Lueneria;Cafe,FassadeZiegel
ALBG 26 Wasserturm;Wasserturm
ALBG 27 Lokschuppen;Lokschuppen,FassadeZiegel
ALBG 27 metronom Einstiegshilfe;Treppe
ALBG 27 metronom Schutzwand3Feld;Lärmschutz
ALBG 28 Eisenhandlung;Industrie,FassadeZiegel,DachSchwarz
ALBG 29 OHE Schalthaus;Schalthaus,Betonschalthaus
ALBG 30 UnterfueherungLuenerStr;Unterführung
ALBG 31 BruckeIllmenau;Unterführung
ALBG 35 Expert Kraft;Industrie,FassadeGrau,DachSchwarz
ALBG 35 Funkmast;Funkturm
ALBG 36 Casino;Spielhalle,Industrie,FassadeOrange
ALBG 37 KrauseMeat;Industrie,FassadeZiegel,DachSchwarz
ALBG 38 Kaufland;Supermarkt
ALBG 39 Container40ft;Container
ALBG 39 Schaltraum;Trafostation,Schalthaus,Betonschalthaus
ALBG 40 Altpapiercontainer;Abfalleimer
ALBG 41 Radspeicher;Industrie,Fahrrad
Bksig51 Oberteil;Signal
Bremsprobemeldeanlage def;Signal
Lnw;Stellwerk
OHE FVNE Ues 86;Signal
ABAD 00 Bahnsteige;Bahnsteig
ABAD 01 BrueckeStahl01;Brücke,Straßenbrücke,Betonbrücke
ABAD 01 BrueckeStahl02-70m;Brücke,Straßenbrücke,Betonbrücke
ABAD 05 OlympiaMatratzen;Industrie,Büro
ABAD 06 Fahrradbox 17er;Fahrrad,Fahrradständer
ABAD 06 Fahrradbox 7er;Fahrrad,Fahrradständer
KAU01 Bruecke Bogenstr;Brücke,Pfeiler
KAU02 Viadukt Au;Brücke,Steinbrücke,Viadukt
KAU03 Bruecke km65 2;Brücke,Steinbrücke,Viadukt
KAU03 Bruecke km65 2 Stuetzmauer;Brücke,Widerlager
KAU04 Bruecke L267 Au;Brücke,Straßenbrücke,Betonbrücke
KAU05 Bruecke Stuetzmauer km66 3;Brücke,Widerlager
KAU05 Bruecke km66 3;Brücke,Steinbrücke,Viadukt
KAU06 Durchlass km66 0;Durchlass,Unterführung
KAU07 Bruecke L267;Brücke,Betonbrücke
KAU08 Bruecke Stuetzmauer km68 9;Brücke,Widerlager
KAU08 Bruecke km68 9;Brücke,Steinbrücke,Viadukt
KAU09 FDL;Stellwerk
KAU10 Waschbetonhaus Doppelt TGrau;Schalthaus,Betonschalthaus,FassadeWaschbeton
KAU11 EG. Vordach;Bahnsteig,Bahnsteigdach
KAU11 EG;Empfangsgebäude
KAU11 EG B Treppe;Bahnsteig
KAU11 EG Fahrraddeck;Fahrrad,Fahrradständer
KAU11 EG Rampe;Bahnsteig
KAU11 EG Treppe;Bahnsteig,Treppe
KAU11 EG b;Empfangsgebäude
KAU12 Aufgang Gl 1;Bahnsteig,Bahnsteigabgang
KAU12 Aufgang Gl 32;Bahnsteig,Bahnsteigabgang
KAU13 Bstg Dach;Bahnsteig,Bahnsteigdach
KAU14 Lagerhalle;Industrie
KAU14 Werkstatt;Industrie,Werkstatt
KAU15 Gueterabfertigung;Güterschuppen,Güterabfertigung
KAU16 Lagerhalle Stoffel;Industrie,Güterschuppen
KAU17 DB Sozialwohnung;Einfamilienhaus,FassadeRosa,DachBraun
KAU18 Pizzeria;Pizzeria,Kiosk
KAU19 Beyer;Industrie,Büro,FassadeGrau,DachBraun
KAU20 Bruecke Geilhausen;Brücke,Steinbrücke,Viadukt
KAU21 Haltenaegel;Gleis
KAU22 Ausgang;Schild,CDC
KAU23 Treppe;Treppe
KAU24 Stellgewichtsschutz;Pfosten
KBRS01 Tunnelportal;Tunnel,Tunnelportal
KBRS02 Zugschlussempfaenger doppelt;Signal
KBRS02 Zugschlussempfaenger einfach;Signal
KBRS03 Kloster Wartehaus;Wartehaus
KBRS04 Tunnelrettung;Tunnel
KBRS05 Mauer;Mauer
KBRS06 Denkmalradsatz;Denkmal,Radsatz
AWI 00 Baum04 Bb;Baum,Pflanze
AWI 00 Baum05 Bb;Baum,Pflanze
AWI 00 Baum06 Bb;Baum,Pflanze
AWI 00 Baum07 Bb;Baum,Pflanze
AWI 00 Baum08 Bb;Baum,Pflanze
AWI 00 Baum09 Bb;Baum,Pflanze
AWI 00 Baum10 Bb;Baum,Pflanze
AWI 02 EG;Empfangsgebäude
AWI 03 Bahnsteigdach;Bahnsteig,Bahnsteigdach,Bodenheim
AWI 04 Parkhaus;Parkhaus
AWI 05 Solaranlage 1er;Fotovoltaik
AWI 07 BrueckeKoenigstrasse;Brücke,Betonbrücke,Straßenbrücke
AWI 08 BrueckeSoltau;Brücke,Stahlbrücke,Walzträger
AWI 09 AushangHeideExpress;Bahnsteig,Aushang
AWI 09 Fahrradunterstand-3-Reihen;Fahrrad
AWI 09 Fahrradunterstand-4-Reihen;Fahrrad
AWI 11 Fahrradparkhaus;Fahrrad
AWI 12 OsttangentePfeiler;Brücke,Pfeiler
AASN 03 Mitron;Bahnsteig,DSA
ASTE 02 MastsockelBruecke;Brücke,Pfeiler
ASTE 02 Schallschutz Halterung;Lärmschutz,Winkel
ASTE 02 Stuetze;Brücke,Pfeiler
ASTE 02 Stuetze 02;Brücke,Pfeiler
ASTE 03 Bahnsteigabgang;Bahnsteig,Bahnsteigabgang
ASTE 04 VideoReisezentrum;Bahnsteig,Video-Reisezentrum
ASTE 05 Fahrradkaefig;Fahrrad
ASTE 06 Stellwerk Sf;Stellwerk
ASTE 07 K86 Bruecke;Brücke
ASTE 08 Piacere;Schuppen,Gasthaus,FassadeRot,FassadeBraun,DachSchwarz
ASTE 09 Gitter Bahnsteigende;Geländer
MaschenSued01 Msof;Stellwerk
MaschenSued02 Mswf;Stellwerk
MaschenSued03 Hochhaus;Büro,Verwaltung,Hochhaus
MaschenSued04 Kombiwerk Halle1;Industrie,Halle,Lokschuppen
MaschenSued04 Kombiwerk Halle2;Industrie,Halle,Lokschuppen
MaschenSued04 Kombiwerk Halle3;Industrie,Halle,Lokschuppen,FassadeWeiss,DachWeiss
MaschenSued05 KrBw;Kreuzungsbauwerk
MaschenSued06 Bahnsteigzugang;Bahnsteig,Bahnsteigabgang
MaschenSued06 BfBruecke;Brücke,Betonbrücke
MaschenSued07 REWE;REWE,Industrie,Halle,FassadeRot,DachGrau
MaschenSued08 Treppenturm;Treppe,Feuerwehr
MaschenSued09 Feuergutrampe;Industrie
MaschenSued10 Aufsicht;Bahnbude
Stuetzpunkt unter Bauwerk;Fahrleitung
Neudietendorf01 EG;Empfangsgebäude,Büro,Verwaltung,FassadeBeige,DachGrau
Neudietendorf03 ESTW;Stellwerk,ESTW,ESTW-A
Neudietendorf04 OW Verwaltung;Büro,Verwaltung,FassadeZiegel,DachGrau
Neudietendorf05 Gelaender;Brücke,Geländer
Neudietendorf05 Pfeiler;Brücke,Pfeiler
Neudietendorf06 Seitenweg;Brücke
Neudietendorf06 Stahlbruecke;Brücke,Stahlbrücke
MNOD Bf Nebengebaeude;Schuppen,Bahnbude,DachBraun,FassadeGrau
MNOD EG;Empfangsgebäude,FassadeGrau,DachGrau
MNOD Fahrradstaender;Fahrrad,Fahrradständer
Nordendorf Bahnhofstr27;Mehrfamilienhaus,FassadeGelb,DachRot,DachBraun
MAHI Bahnsteigzugang;Treppe,Bahnsteigzugang
MAHI Fka Hirblinger Str;Empfangsgebäude,FassadeGrau,DachRot
MAHI Funkturm;Funkturm
MAHI Signalverdeckung;Signal
MAHI Ueberwerfungsbauwerk A;Überwerfungsbauwerk
MAHI Ueberwerfungsbauwerk B;Überwerfungsbauwerk
Himm 04 Bstg Dach 1;Bahnsteig,Bahnsteigdach
Himm 04 Bstg Nieder;Bahnsteig,Bahnsteigabgang
Himm 04 Stuetze 1;Bahnsteig,Bahnsteigdach
Himm 04 Stuetze 2;Bahnsteig,Bahnsteigdach
Himminghausen 01 Stw Hof;Stellwerk
Himminghausen 02 Stw Hw;Stellwerk
Himminghausen 03 EG;Empfangsgebäude,FassadeZiegel,DachBraun
Himminghausen 06 Stuetze;Brücke,Betonbrücke,Pfeiler
Doppelgarage;Garage
Elektrohaendler;Industrie,FassadeWeiss,DachGrau
Falk;Industrie
Halle Laakeweg2;Industrie,Halle
Haus km97 4;Zweifamilienhaus,MitBalkon,MitGarage,FassadeWeiss,DachBraun
ImLeinenfelde31;Einfamilienhaus,FassadeGrau,DachBraun,MitGarage
Raiffeisen1;Industrie,Raiffeisen,Silo
Raiffeisen2;Industrie,FassadeZiegel,Bauernhof,Raiffeisen,Silo
Raiffeisen3;Scheune,Bauernhof,Silo,Raiffeisen,Halle
Raiffeisen4;Industrie,Halle,Scheune,Bauernhof
Schnelle;Industrie,FassadeBeige
Schornstein;Industrie,Schornstein
Whs ImLeinenfelde35;Einfamilienhaus,MitGarten,FassadeWeiss,FassadeGrau,DachBraun
Stellwerk Speele;Stellwerk
Warteturm;Wachturm,Burg
Almstedt01 Stellwerk;Stellwerk
Almstedt02 Unterwerk;Unterwerk,Schuppen,FassadeZiegel,DachSchwarz
Almstedt03 Lagerhaus;Raiffeisen,FassadeBeige,DachBraun,DachRot
Almstedt03 Silo;Raiffeisen,Silo
Orx01 Stellwerk;Stellwerk
Ahlsh01 Halle;Industrie,Halle
AC Bleiberger-Fabrik;Industrie,FassadeWeiss,DachGrau
AC Boxgraben135-137;Stadthaus,Reihenhaus,Mehrfamilienhaus,FassadeWeiss,FassadeGrün,DachBraun,DachGrau
Edes01 Widerlager;Brücke,Widerlager
Edes02 Pfeiler Auskragung;Brücke,Pfeiler
Edes03 Kreisverkehr 36m;Straße,Kreisverkehr
Edes04 Hannecke;Industrie,FassadeWaschbeton
Edes05 Stellwerk;Stellwerk
Sudheim01 Pfeiler;Brücke,Pfeiler
Sudheim01 Schwellen;Brücke,Gleis
Sudheim01 Ueberbau;Brücke,Stahlbrücke
Sudheim01 Widerlager;Brücke,Steinbrücke,Widerlager
Sudheim02 Lagerhalle 25x13;Industrie,Halle
Noerten01 Stellwerk;Stellwerk
Noerten01 Treppenabgang 1;Bahnsteig,Bahnsteigabgang
Noerten01 Treppenabgang 2;Bahnsteig,Bahnsteigabgang
Noerten01 Wartehaus;Bahnsteig,Wartehaus
Noerten01 Ziegelmauer 1m50 6m0;Lärmschutz
Noerten01 Ziegelmauer 2m25 6m0;Lärmschutz
Noerten02 Bovenden EG;Empfangsgebäude
Noerten03 Portal B3;Tunnel,Tunnelportal
Noerten03 Portal NSS;Tunnel,Tunnelportal
Noerten03 Portal SFS;Tunnel,Tunnelportal
Noerten04 Marienstein Kirche;Kirche
Aufsicht;Bahnsteig,Bahnbude,Schuppen,FassadeZiegel
Aufsicht klein;Schuppen,Bahnbude,Bahnsteig,FassadeZiegel
Aufzug;Aufzug
Bahnhofsmission;Bahnbude,Schuppen,Bahnsteig,FassadeZiegel
Bremsprobesignal;Signal
Bstgdach Gl1-2;Bahnsteig,Bahnsteigdach
Bstgdach Gl11-12;Bahnsteig,Bahnsteigdach
Bstgdach Gl13;Bahnsteig,Bahnsteigdach
Bstgdach Gl14-15;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-380cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-520cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-640cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-1100cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-520cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-640cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-700cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-800cm;Bahnsteig,Bahnsteigdach
Bstgdach Pfeiler-doppelt-900cm;Bahnsteig,Bahnsteigdach
Eckeseyer 10;Stadthaus,Mehrfamilienhaus,Gewerbe,FassadeRosa,FasadeGrau,DachGrau,Reihenhaus
Eckeseyer 12;Stadthaus,Mehrfamilienhaus,FassadeRosa,FassadeGrau,DachGrau,Reihenhaus
Eckeseyer 14;Stadthaus,Mehrfamilienhaus,Gewerbe,DachSchwarz,FassadeWeiss,Reihenhaus
Eckeseyer 16;Stadthaus,Mehrfamilienhaus,FassadeBeige,DachSchwarz,Reihenhaus,MitBalkon
Eckeseyer 2;Stadthaus,Mehrfamilienhaus,FassadeGrau,DachBraun,Reihenhaus
Eckeseyer 2a;Stadthaus,Mehrfamilienhaus,FassadeBeige,DachBraun,Reihenhaus,Eckhaus,MitBalkon
Eckeseyer 2b;Stadthaus,Mehrfamilienhaus,FassadeWeiss,DachBraun,Reihenhaus,MitBalkon
Eckeseyer 4;Stadthaus,Mehrfamilienhaus,FassadeGrau,DachRot,Reihenhaus,MitBalkon
Eckeseyer 6;Stadthaus,Mehrfamilienhaus,FassadeWeiss,DachRot,Reihenhaus,MitBalkon
Eckeseyer 8;Stadthaus,Mehrfamilienhaus,FassadeWeiss,FassadeGrau,DachBraun,Reihenhaus,MitBalkon
ElektroMark;Industrie,Umspannwerk,FassadeZiegel
Fahrplan;Bahnsteig,Aushang
Fahrplan erweitert;Bahnsteig,Aushang
Gewerbehof;Industrie,FassadeBraun,FassadeBeige
GueterhalleEHG;Industrie,Güterschuppen,Güterabfertigung,FassadeZiegel
H Bruecke 7-Bauteil;Brücke,Stahlbrücke
Hagen01 Petri;Industrie
Hagen01 Wohnhaus;Mehrfamilienhaus,Stadthaus,FassadeGrau,FassadeWeiss,DachSchwarz
Hagen02 Stw Hgw;Stellwerk
Hagen03 Geruest;Baustelle,Gerüst
Hagen03 Hpf;Baustelle,Stellwerk
Hagen03 Hpf alt;Stellwerk
Hagen05 EG;Empfangsgebäude
Hagen Hbf 21 Boeler-2-grau;Stadthaus,Mehrfamilienhaus,Gewerbe,FassadeGrau,FassadeWeiss,DachBraun,Reihenhaus
Hagen Hbf 21 Boeler-2;Stadthaus,Mehrfamilienhaus,Gewerbe,DachBraun,FassadeRot,Reihenhaus
Hagen Hbf 21 Boeler-4-Ecke;Stadthaus,Mehrfamilienhaus,Gewerbe,Eckhaus,FassadeLila,DachBraun,Reihenhaus
Hagen Hbf 21 Boeler-4;Stadthaus,Mehrfamilienhaus,Gewerbe,FassadeLila,DachBraun,Reihenhaus
Hagen Hbf 21 Boeler-6;Stadthaus,Mehrfamilienhaus,Gewerbe,FassadeLila,DachBraun,Reihenhaus
Hagen Hbf 21 Boeler-8;Stadthaus,Mehrfamilienhaus,Gewerbe,FassadeWeiss,DachBraun,Reihenhaus
Hagen Hbf 21 Boeler-Block-8-1b;Stadthaus,Mehrfamilienhaus,Eckhaus,Reihenhaus,DachRot,DachBraun,FassadeLila,FassadeWeiss
Hagen Hbf 21 Boeler-Eck-Block-12;Stadthaus,Mehrfamilienhaus,Reihenhaus,FassadeGrau,DachRot,Eckhaus
Hagen Hbf 21 Boeler-Eck-Block-8;Mehrfamilienhaus,Stadthaus,Reihenhaus,Eckhaus,FassadeWeiss,FassadeGrau,DachRot
Hagen Hbf 21 Fehrbellinerstr 12-14;Mehrfamilienhaus,Stadthaus,Reihenhaus,Doppelhaus,FassadeGrau,DachRot,DachSchwarz
Hagen Hbf 21 Fehrbellinerstr 30;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeGrau,DachRot
Hagen Hbf 22 AH 30-32;Mehrfamilienhaus,Stadthaus,Reihenhaus,Eckhaus,Gewerbe,Flachdach,DachBraun
Hagen Hbf 22 AH 92;Mehrfamilienhaus,Stadthaus,Reihenhaus,DachRot,FassadeLila
Hagen Hbf 22 AH 94;Mehrfamilienhaus,Stadthaus,Reihenhaus,Gewerbe,FassadeRot,FassadeWeiss,DachRot,FassadeGrau
Hagen Hbf 22 AH 96;Mehrfamilienhaus,Reihenhaus,Gewerbe,FassadeBlau,DachSchwarz
Hagen Hbf 22 AH 98;Mehrfamilienhaus,Stadthaus,Reihenhaus,Gewerbe,Eckhaus,FassadeBlau,DachSchwarz
Hagen Hbf 22 AH Kirche;Kirche
Hagen Hbf 23 AHbf 03;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeWeiss,DachSchwarz
Hagen Hbf 23 AHbf 05;Mehrfamilienhaus,Stadthaus,Reihenhaus,DachRot,FassadeWeiss,FassadeGrau
Hagen Hbf 23 AHbf 07;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeGrau,FassadeBeige,DachSchwarz
Hagen Hbf 23 AHbf 09;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeGrau,FassadeWeiss,DachBraun
Hagen Hbf 23 AHbf 10;Mehrfamilienhaus,Stadthaus,Hochhaus,Büro,Verwaltung,FassadeBeige
Hagen Hbf 23 AHbf 10 b;Industrie,Büro,Verwaltung,FassadeZiegel,DachBraun
Hagen Hbf 23 AHbf 11;Mehrfamilienhaus,Reihenhaus,FassadeGrau,DachSchwarz
Hagen Hbf 23 AHbf 13;Mehrfamilienhaus,Stadthaus,Reihenhaus,Gewerbe,FassadeGrau,DachBraun
Hagen Hbf 23 AHbf 15;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeGrau,DachBraun
Hagen Hbf 23 AHbf 6;Mehrfamilienhaus,Stadthaus,Büro,Verwaltung,Hochhaus,FassadeBeige,FassadeRot
Hagen Hbf 23 AHbf 8;Büro,Verwaltung,FassadeGrau,Hochhaus
Hagen Hbf 23 Galenring 10;Mehrfamilienhaus,Stadthaus,Reihenhaus,Gewerbe,FassadeRosa,DachBraun
Hagen Hbf 23 Galenring 11;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeRot,DachBraun,Gewerbe
Hagen Hbf 23 Galenring 12;Mehrfamilienhaus,Stadthaus,Reihenhaus,FassadeRosa,DachBraun,Gewerbe
Hagen Hbf 23 Galenring 32;Mehrfamilienhaus,Stadthaus,Reihenhaus,DachBraun,FassadeGrau
Hagen Hbf 23 Galenring 34;Mehrfamilienhaus,Stadthaus,Reihenhaus,Hochhaus,Gewerbe,FassadeRot
Hagen Hbf 23 Galenring 36;Mehrfamilienhaus,Stadthaus,Reihenhaus,Hochhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 38;Hochhaus,FassadeGrau,Gewerbe
Hagen Hbf 23 Galenring 39;Hochhaus,Büro,Verwaltung
Hagen Hbf 23 Galenring 40;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 42;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeBlau
Hagen Hbf 23 Galenring 44;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 46;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 48;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 50;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 52;Mehrfamilienhaus,Hochhaus,Reihenhaus,Eckhaus,Gewerbe,FassadeGrau,FassadeBlau,Büro,Verwaltung
Hagen Hbf 23 Galenring 54;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
Hagen Hbf 23 Galenring 56;Mehrfamilienhaus,Hochhaus,Reihenhaus,Gewerbe,FassadeGrau
